1,1,"1,2",3
2,1,"10000,-265",9735
3,1,"3185,-9381",-6196
4,1,"-7901,-7194",-15095
5,1,"2431,-4026",-1595
6,1,"135,1801",1936
7,1,"9025,590",9615
8,1,"-2559,-5793",-8352
9,1,"3843,2209",6052
10,1,"5033,8574",13607
11,1,"1603,-8181",-6578
12,1,"-4870,8958",4088
13,1,"-9135,686",-8449
14,1,"-4016,-7785",-11801
15,1,"9429,-1947",7482
16,1,"-604,-3920",-4524
17,1,"2284,-427",1857
18,1,"559,-4532",-3973
19,1,"192,2658",2850
20,1,"-1726,-7377",-9103
21,1,"8633,8409",17042
22,1,"4424,7658",12082
23,1,"-1001,-8136",-9137
24,1,"-8136,-7158",-15294
25,1,"4074,6897",10971
26,1,"-8585,-4324",-12909
27,1,"8717,-3454",5263
28,1,"-5367,9582",4215
29,1,"7233,618",7851
30,1,"-8203,6661",-1542
31,1,"8671,1193",9864
32,1,"-7259,954",-6305
33,1,"-9234,3301",-5933
34,1,"6423,959",7382
35,1,"-4041,-5303",-9344
36,1,"3582,-5409",-1827
37,1,"-6895,-1994",-8889
38,1,"-7752,2105",-5647
39,1,"-129,-5887",-6016
40,1,"4947,-6056",-1109
41,1,"-8991,6363",-2628
42,1,"-380,9726",9346
43,1,"-7091,4253",-2838
44,1,"9308,-9858",-550
45,1,"-5129,-8896",-14025
46,1,"6804,-6459",345
47,1,"2298,9545",11843
48,1,"4496,3064",7560
49,1,"2845,918",3763
50,1,"-5978,8804",2826
51,1,"5615,7605",13220
52,1,"-6605,8721",2116
53,1,"-4390,-4356",-8746
54,1,"826,5481",6307
55,1,"-243,-4227",-4470
56,1,"9425,767",10192
57,1,"-7864,-955",-8819
58,1,"493,-4955",-4462
59,1,"-6702,-200",-6902
60,1,"-4813,-1831",-6644
61,1,"905,-8010",-7105
62,1,"1710,-6798",-5088
63,1,"-8465,-3794",-12259
64,1,"6267,4381",10648
65,1,"7124,-9711",-2587
66,1,"3185,2739",5924
67,1,"7894,6580",14474
68,1,"1459,-6496",-5037
69,1,"-7777,-7716",-15493
70,1,"8985,1981",10966
71,1,"-1942,8410",6468
72,1,"-7253,194",-7059
73,1,"-2545,3240",695
74,1,"5239,753",5992
75,1,"-6960,-9574",-16534
76,1,"8922,3945",12867
77,1,"-7584,632",-6952
78,1,"7147,-6049",1098
79,1,"6838,3414",10252
80,1,"8333,3962",12295
81,1,"3703,1517",5220
82,1,"-3300,1597",-1703
83,1,"-1904,8160",6256
84,1,"5101,320",5421
85,1,"-9556,4086",-5470
86,1,"-7700,-1498",-9198
87,1,"2495,-4953",-2458
88,1,"8696,9950",18646
89,1,"8288,3935",12223
90,1,"703,-8673",-7970
91,1,"4361,-376",3985
92,1,"5273,6778",12051
93,1,"-9744,2419",-7325
94,1,"-9271,7095",-2176
95,1,"-4168,9062",4894
96,1,"1057,9536",10593
97,1,"578,7758",8336
98,1,"1132,8674",9806
99,1,"5917,-3768",2149
100,1,"-1006,6361",5355
101,1,"-9682,1294",-8388
102,1,"-5137,2813",-2324
